4546572015@Theni- Madurai, India@9.9321764@78.0845602
8240681234@Loralai, Pakistan@30.3622@68.59538
9982861234@Kohistan, Pakistan@30.44185@69.359701
2871771234@Keshod- Junagarh, India@21.53932@70.45507
8981691233@Imabari- Ehime, Japan@34.02232@132.937637
9942701233@Kimotsuki District- Kagoshima, Japan@31.214285@130.892868
1122961233@Mazandaran, Iran@36.380535@52.52217
8852771233@Peddapuram- Rajahmundri, India@17.08017@82.13675
2642171233@Bharuch- Bharuch, India@21.72355@73.00573
3912791233@Krasnoyarsk, Russian Federation@56.01528339999999@92.8932476
5371561233@Palmitas, Uruguay@-33.51093@-57.80736
9119731230@Piteå, Sweden@-33.51093@-57.80736
1360521232@Killearn, United Kingdom@56.04531@-4.37675
2373471232@Mahaswad- Satara, India@17.6334395@74.7871061
8854081232@Katsura District- Tokushima, Japan@33.895305@134.241501
1129961231@Mazandaran, Iran@36.380535@52.52217
3620261231@Klevan, Ukraine@50.7444784@26.0171919
9630691231@Tank, Pakistan@32.20848@70.38095
1845551231@Thirsk, United Kingdom@54.23274@-1.34206
2965321231@Kushalgarh- Banswara, India@23.19897@74.45127
4518751231@Hässleholm, Sweden@23.19897@74.45127
5975391231@Winschoten, Netherlands@53.14661@7.04508
2971441231@Pindwara- Sirohi (Abu Road), India@24.55715@72.83203
6643531231@Barkot- Sambalpur, India@21.4668716@83.9811665
7888281230@Durg- Durg, India@21.18971@81.28447
1512941230@Liverpool, United Kingdom@53.4101@-2.97844
2338911230@Breckerfeld, Germany@51.25913@7.46822
8295351230@Barkhan, Pakistan@29.96111@69.48266
1457841230@Glossop, United Kingdom@53.44333@-1.94595
2453071063@Gangakhed- Parbhani, India@18.96648@76.74846
3634841230@Volodymyrets, Ukraine@51.4195@26.1407
4664251230@Cerro Chato, Uruguay@-33.1008741@-55.1320653
7984251230@Macheke, Zimbabwe@-18.13705@31.84819
1495211212@Pontypool, United Kingdom@51.70331@-3.04329
2921701201@Phalodi (N) (Bap)- Jodhpur, India@27.37946@72.35748
3663261229@Goalpara- Bongaigaon (Kokrajhar), India@26.4052@90.269981
4765359775@San Narciso, Philippines@15.0145224@120.0794629
7646661229@Nainpur- Mandla, India@22.42904@80.10546
8748501229@V.R.Puram- Khammam, India@17.22072@80.16483
1271771099@Barnstable, United Kingdom@55.008391@-5.822485
2442301229@Bhir- Bhir, India@18.9848872@75.7574989
3948371229@Tuva region, Russian Federation@18.9848872@75.7574989
6112701228@Biharsharif- Patna, India@25.60632@85.14136
7424231228@Malhargarh- Mandsaur, India@24.2798@74.98926
8920491228@Azerbaijan, Russian Federation@61.521403@-74.679494
1149221228@Sheffield, United Kingdom@53.38311@-1.46455
2982461228@Barmer(C)- Barmer, India@25.7531537@71.4180622
3834021228@Demagiri- Mizoram (Aizwal), India@23.74675@92.718559
4894611228@Agathy- Kavarathy, India@21.504394@82.71767
8814141228@Narsapur (Palakole)- Eluru, India@16.7106604@81.0952431
1777301228@Retford, United Kingdom@53.3252@-0.94572
2998771228@Jaisalmer-5 (Khuiyals)- Jaisalmer, India@27.16787@70.36271
3827501227@Aimogasta, Argentina@-28.5535@-66.81282
4769601227@Möllbrücke, Austria@-28.5535@-66.81282
8428171227@Ulyanovsk region, Russian Federation@-28.5535@-66.81282
9551591227@Higashimatsuura District- Saga, Japan@33.475145@129.866532
2218161226@Köping, Sweden@33.475145@129.866532
3771691226@Mariani- Jorhat, India@26.65504@94.31561
4913121226@Oskarshamn-Högsby, Sweden@26.65504@94.31561
3330391072@Manastirea Neamt, Romania@47.252819@26.214359
6759231220@Rko Branco, Uruguay@47.252819@26.214359
4279061225@Sirnitz, Austria@46.8222@14.05905
5278871225@Faizabad- Faizabad, India@26.7728@82.14628
5898681225@Arboga, Sweden@59.39616@15.84136
6981721225@Trelawney, Zimbabwe@-17.53533@30.4631
7848941225@Keskal- Jagdalpur, India@19.08532@82.01826
1040731136@Johannesburg, South Africa@-26.20489@28.04001
1899381224@Biggar, United Kingdom@55.62458@-3.52238
4280351224@Turkmenabat, Turkmenistan@39.099998@63.5667
1449871224@Stowmarket, United Kingdom@52.18879@0.99718
4572851224@Velizquez, Uruguay@52.18879@0.99718
5601301224@Eloten, Turkmenistan@37.2944409@62.3682506
7358351223@Um Kaddada, Sudan@37.2944409@62.3682506
8373311223@Ranebennur- Hubli, India@15.35039@75.13736
1695561223@Skelmersdale, United Kingdom@53.54941@-2.77579
3731861223@Freiberg Sachs, Germany@50.91696@13.33962
4897471223@Kadamath- Kavarathy, India@21.504394@82.71767
5941661223@Zuidhorn, Netherlands@53.24437@6.40791
6911711223@Torpshammar, Sweden@53.24437@6.40791
7916731223@Cides- Los, Mexico@19.78914@-98.54349
2414871222@Bac Ninh, Viet Nam@19.78914@-98.54349
5249261222@Munkedal, Sweden@58.47150509999999@11.6801923
7228181222@Morshi- Amravati, India@21.32977@78.01173
9308831222@Nordmaling, Sweden@63.56984@19.50047
1682611222@Zira- Ferozepur, India@30.9685312@74.9880895
5937891222@Beilen, Netherlands@52.85772@6.51609
6754521221@Rko Branco, Uruguay@52.85772@6.51609
7611631221@Colonia Fram, Paraguay@-27.04096@-56.032261
9816491221@Vittangi, Sweden@67.67747@21.64572
1046901221@Johannesburg, South Africa@-26.20489@28.04001
5569231220@Colonia Cosmopolita, Uruguay@-34.38412@-57.40066
7529651220@Laher- Morena, India@26.62548@78.11506
1818301220@Spijkenisse, Netherlands@51.84958@4.32509
3293421220@Bucerias, Mexico@20.75061@-105.321869
5358031220@Pyriatyn, Ukraine@50.2394849@32.5070927
7105781220@Narkhed- Nagpur, India@21.46876@78.53053
2752401220@Surendranagar- Surendranagar, India@22.7201319@71.649536
6760601219@Talcher- Dhenkanal, India@20.9501027@85.216816
1990771219@Ramnagar- Udhampur, India@32.8055178@75.3164374
5983481219@Taki District- Mie, Japan@34.382805@136.377014
7480171219@Goharganj- Raisen, India@22.99926@77.59572
1313581219@Edinburgh, United Kingdom@55.95416@-3.20277
2385591219@Udgir- Latur, India@18.39328@77.11368
3591841219@Bautzen, Germany@51.17964@14.42426
4640051219@Santa Clara de Olimar, Uruguay@-32.92254@-54.95219
5883151219@Santa Ana, Uruguay@-34.7896549@-55.4665466
6985541218@Trelawney, Zimbabwe@-17.53533@30.4631
9571261218@Higashisonogi District- Nagasaki, Japan@33.074289@129.923072
1771641218@Maud, United Kingdom@57.52112@-2.12852
5723531218@Atrauli- Aligarh, India@28.0305378@78.285805
1583661218@Carradale, United Kingdom@55.59126@-5.46777
2878051217@Mangrol- Junagarh, India@21.3013@70.24173
3770061217@Cocula, Mexico@20.3653885@-103.8227749
4363641217@Mus, Turkey@38.734561@41.491038
6889741217@Chakari, Zimbabwe@-18.06674@29.85007
7898751217@Atlapexco, Mexico@21.01691@-98.34804
9441301217@Dir (upper), Pakistan@30.44185@69.359701
3878041216@Chakpikarong- Manipur (Imphal), India@24.8170111@93.9368439
5919631216@Hällefors - Grythyttan, Sweden@24.8170111@93.9368439
6799341216@Laguna Merkn, Uruguay@-32.565079@-55.758324
7884121216@Durg- Durg, India@21.18971@81.28447
9531231216@Malå, Sweden@21.18971@81.28447
3928801216@Schönebeck Elbe, Germany@21.18971@81.28447
4462491216@Rokytne, Ukraine@49.6911802@30.4780154
4000781216@Malmö, Sweden@49.6911802@30.4780154
5924771216@Hasanpur- Moradabad, India@29.33241649999999@78.7036854
8856711215@Amalapuram- Rajahmundri, India@16.57997@82.00456
9900521215@Kalamayi- XJ, China@34.667995@104.165653
1903161215@Worthing, United Kingdom@50.81366@-0.37535
7335701215@Melliet, Sudan@13.316641@30.336371
1700851215@Rothesay, United Kingdom@55.83457@-5.05473
1866561214@Kilchrenan, United Kingdom@56.35681@-5.17717
4835491214@Fort Portal, Uganda@0.66912@30.28446
1790571214@Spilsby, United Kingdom@53.17382@0.09248
3871211214@Mao (Korang)- Manipur (Imphal), India@24.80758@93.92979
4992041214@Oshima- Tokyocho, Japan@NA@NA
6005701214@Mhangura, Zimbabwe@-16.89251@30.1653
7424141213@Malhargarh- Mandsaur, India@24.2798@74.98926
8387131213@Abu District- Yamaguchi, Japan@34.423305@131.62191
1022541213@Khojali, Azerbaijan@39.828446@46.76256
8527353470@Sarail, Bangladesh@24.08373@91.11886
4947013458@Kisa, Sweden@57.98724@15.63448
6541593454@Chatra- Hazaribagh, India@23.9875@85.35269
9007433411@Umeå, Sweden@63.828529@20.280029
1290693411@Cumnock, United Kingdom@55.45319@-4.26408
5954123381@Warffum, Netherlands@53.3922@6.55083
9981673350@Kohistan, Pakistan@30.44185@69.359701
8414993275@Ibrahimpatnam- Hyderabad, India@17.19574@78.652641
4611403254@Seidi, Turkmenistan@39.63627@62.7865
6878533254@Sanyati, Zimbabwe@-17.96557@29.25239
8810293237@Weilheim i OB, Germany@47.83889@11.14467
6541443101@Chatra- Hazaribagh, India@23.9875@85.35269
1530322998@Coalville, United Kingdom@52.7188@-1.3723
4573942997@Rameshwaram- Karaikudi, India@10.07097@78.760163
5965702934@Champawat- Almora, India@29.28207@80.08799
7554762793@Zihuatanejo- Gro., Mexico@17.641951@-101.548576
9939655868@Villahermosa- Tab., Mexico@17.992319@-92.935432
8852061102@Peddapuram- Rajahmundri, India@17.08017@82.13675
1253491242@Blackpool, United Kingdom@53.80965@-3.05078
4875351242@Matrei in Osttirol, Austria@47.00138@12.53888
9219921242@Boden, Sweden@65.82391@21.68933
2594211077@Trimbak- Nasik, India@19.93479@73.530159
8496201242@Uravakonda- Anantpur (Guntakal), India@15.14285@77.37789
1383721242@Dunfermline, United Kingdom@56.07477@-3.46137
3627831241@Klevan, Ukraine@50.7444784@26.0171919
8878361241@Nagaoka District- Kochi, Japan@33.783504@133.689972
2905441240@Sarada (Chawand)- Udaipur, India@24.18689@73.8086
4950981241@Hultsfred-Virserum, Sweden@57.31921@15.58195
7680281241@Niwari- Chhatarpur, India@24.98731@79.64031
8995551241@Reynosa- Tamps., Mexico@26.0508406@-98.29789509999999
1501308330@Harthill, United Kingdom@53.321624@-1.261221
3587341241@Schönberg-Lachtal, Austria@47.221619@14.35552
6342471241@Warmbad, Namibia@-28.44566@18.73695
2863361204@Velen, Germany@51.8943629@6.987700500000001
5379571241@Palmitas, Uruguay@-33.51093@-57.80736
6251641153@Bagaha- Motihari, India@26.6524509@84.92117019999999
1180321215@Reading, United Kingdom@51.45352@-0.96301
2208181016@Niederkassel, Germany@50.81221@7.03855
4275761240@Ehrenburg, Germany@52.74791@8.70454
5219691240@Vänersborg, Sweden@52.74791@8.70454
6863951239@Bisam Cuttack- Koraput, India@18.813487@82.71233269999999
8716101240@Jangaon- Warangal, India@17.72393@79.16111
9828081239@Candelaria, Mexico@18.18473@-91.04631
1889721239@Rugeley, United Kingdom@52.75868@-1.93702
2977161239@Jalore (W) (Sayla)- Sirohi (Abu Road), India@24.4640731@72.7717775
3914491239@Krasnoyarsk region, Russian Federation@24.4640731@72.7717775
4902591239@Västervik, Sweden@24.4640731@72.7717775
5989151239@Hoogezand, Netherlands@53.15557@6.75465
7956321239@Unterweißenbach, Austria@53.15557@6.75465
8980681214@Imabari- Ehime, Japan@34.02232@132.937637
1685821239@Merthyr Tydfil, United Kingdom@51.75044@-3.37651
3004711239@Kungsbacka, Sweden@57.48923@12.07849
5911491239@Hällefors - Grythyttan, Sweden@57.48923@12.07849
7939841239@Shangrao- JX, China@28.45452@117.94362
8951891239@Guandzha, Russian Federation@61.521403@-74.679494
1678361239@Bala, United Kingdom@52.91214@-3.59546
3419601239@Udmurtija, Russian Federation@57.200266@52.7806
4219691203@New Halfa, Sudan@15.328756@35.5986093
5326571191@Chrirbandar, Bangladesh@25.66032@88.78738
6280761239@Selous, Zimbabwe@-18.07242@30.44671
1984171238@Watchet, United Kingdom@51.18064@-3.33019
4967761238@Mariannelund, Sweden@51.18064@-3.33019
6773541238@San Alberto, Paraguay@51.18064@-3.33019
7514491238@Ahuehuetzingo, Mexico@18.4874999@-98.63638879999999
8260441205@K. Abdullah, Pakistan@30.44185@69.359701
9864161238@Colonia Yucatan, Mexico@30.44185@69.359701
1484011237@Huddersfield, United Kingdom@53.64696@-1.78268
2355171238@Chiplun- Ratnagiri, India@17.52387@73.52604
4747251237@Zhashkiv, Ukraine@49.24787@30.10121
9958521237@Haripur, Pakistan@34.01619@72.91096
1571821237@Lochinver, United Kingdom@58.14913@-5.24085
4675191237@Apozol, Mexico@21.47211@-103.09146
6998301237@Darwendale, Zimbabwe@-17.71523@30.54951
1557371015@Kirkcudbright, United Kingdom@54.83692@-4.04772
2833901237@Khambhalia- Jamnagar, India@22.2094@69.6567
5214171237@Leutasch, Austria@47.37082@11.1415
5996595902@Watarai District- Mie, Japan@34.351601@136.5102
7836731237@Baikunthpur- Sarguja (Ambikapur), India@23.1354921@83.1817856
1787141236@Sudbury, United Kingdom@52.03862@0.7344
4549211236@Thirumanglam- Madurai, India@9.8232884@77.9881401
7947031028@Kefermarkt, Austria@48.44281@14.53754
5789851236@Epe, Netherlands@52.352@5.9864
7958921236@Hikami District- Hyogo, Japan@34.6912688@135.1830706
9983921236@Kohistan, Pakistan@30.44185@69.359701
4522711236@Ordu, Turkey@40.986166@37.879721
6721431236@Narsinghpur- Cuttack, India@20.49545@85.10481
1191381221@Balaken, Azerbaijan@41.7037509@46.4044213
3493761236@Bitterfeld, Germany@51.623@12.32813
5904081111@Filipstad, Sweden@59.7139973@14.1698445
3535151236@Kochkorka (Kochkor district), Kyrgyz Republic@42.21261@75.75526
6983201235@Trelawney, Zimbabwe@-17.53533@30.4631
7598891235@Alberto- El, Mexico@20.41533@-99.22698
9639711039@Tank, Pakistan@32.20848@70.38095
1106171235@Barda, Azerbaijan@40.37498@47.12232
2986401235@Barmer (Sw) (Dhorimanna)- Barmer, India@25.45284@71.39451
5322771235@Poltava, Ukraine@49.58771@34.55171
4810947102@Masaka, Uganda@-0.34316@31.73666
8225681235@Cowdahalli- Mysore, India@12.24353@76.61243
9249441235@Råneå, Sweden@12.24353@76.61243
1369981235@Dunoon, United Kingdom@55.95227@-4.92165
4831901234@Fort Portal, Uganda@0.66912@30.28446
8526581234@Nasirnagar, Bangladesh@24.17623@91.17413
9270591234@övertorneå, Sweden@24.17623@91.17413
1729921234@Settle, United Kingdom@54.06988@-2.27764
3927851234@Mullsjö, Sweden@54.06988@-2.27764
5564281234@Padrauna- Deoria, India@26.58076@83.78007
7506161234@Jiangmen- GD, China@28.45252@105.321
1143181234@Sheffield, United Kingdom@53.38311@-1.46455
4461691234@Bohuslav, Ukraine@49.5405738@30.8772055
6720601234@Gäddede, Sweden@49.5405738@30.8772055
8820141233@Akim Oda, Ghana@5.91204@-0.99615
1487391233@Warboys, United Kingdom@52.40358@-0.07834
1944131233@West Heslerton, United Kingdom@54.1738@-0.60216
3696281233@San Gregorio de Polanco, Uruguay@-32.61578@-55.83501
4633709359@Druzhba, Ukraine@52.04024520000001@33.9293828
5646741233@Baseri- Bharatpur, India@28.62288@79.52306
6723741233@Athgarh- Cuttack, India@20.51804@85.6291
3946031233@Kyzyl-Suu (Jety-Oguz district), Kyrgyz Republic@41.20554@74.779899
4881271233@Batman, Turkey@37.8895167@41.1292832
8009891233@Bangalore- Bangalore, India@12.96643@77.58721
9262181233@överkalix, Sweden@12.96643@77.58721
1291849666@Chepstow, United Kingdom@51.6379@-2.67923
5487101233@El Masalamia, Sudan@51.6379@-2.67923
7682341231@Chhatarpur- Chhatarpur, India@24.90855@79.59632
1632801233@Teshio District- Hokkaido, Japan@44.986@141.86
3831231232@Champa-I- Mizoram (Aizwal), India@23.74129@92.71266
4973219741@Eersel, Netherlands@51.35831@5.30902
9424701232@Bhairabbazar, Bangladesh@24.05555@90.98006
1950201232@Sandwick, United Kingdom@58.205614@-6.355565899999999
3009291229@Kungsbacka, Sweden@57.48923@12.07849
5371111232@Palmitas, Uruguay@-33.51093@-57.80736
6373641232@Chirundu, Zimbabwe@-16.04311@28.86339
1511171232@Liverpool, United Kingdom@53.4101@-2.97844
2808811232@Sumrasar- Bhuj, India@23.43409@69.70867
5297341232@Emboscada, Paraguay@-25.1246@-57.34986
6590001232@Abraham Gonzalez, Mexico@19.3867819@-99.2034047
8855271232@Mandapeta (Ravulapalem)- Rajahmundri, India@16.8554125@81.8355577
9837291232@Chetumal- Q.Roo, Mexico@18.5001889@-88.296146
1994131232@St Clears, United Kingdom@51.81885@-4.49849
4970581232@Eersel, Netherlands@51.35831@5.30902
4969811232@Mariannelund, Sweden@51.35831@5.30902
5886441232@Santa Ana, Uruguay@-34.7896549@-55.4665466
6935441232@Bräcke-Gällö, Sweden@-34.7896549@-55.4665466
1925971232@Warrington, United Kingdom@53.39383@-2.58925
4886361232@Batman, Turkey@37.8895167@41.1292832
6870131231@Sanyati, Zimbabwe@-17.96557@29.25239
8554591231@Anantapur- Anantpur (Guntakal), India@15.15566@77.38052
8849891231@Yuzhnaya Osetia, Russian Federation@56.652146@65.972866
9818921231@Vittangi, Sweden@67.67747@21.64572
1845831230@Thirsk, United Kingdom@54.23274@-1.34206
2378701073@Medha- Satara, India@17.7942705@73.83308439999999
3228081230@Tamluk- Midnapur (Kharagpur), India@22.421039@87.323521
2844641230@Mahuva- Bhavnagar, India@21.09192@71.76915
4816511230@Masaka, Uganda@-0.34316@31.73666
5538971190@Askanija Nova, Ukraine@46.450001@33.866699
7965381230@Asago District- Hyogo, Japan@34.91493@134.860664
9614121230@Arjeplog, Sweden@66.05213@17.89029
1489551230@Bishops Waltham, United Kingdom@50.95483@-1.21199
3785521228@Bameng- Arunachal Pradesh (Zero), India@27.60182@93.820851
1600551230@Monmouth, United Kingdom@51.8116533@-2.7163045
2777541230@Breitscheid Hess, Germany@NA@NA
3679901229@Neuhaus a Rennweg, Germany@50.50701@11.12895
4648341229@Santa Clara de Olimar, Uruguay@-32.92254@-54.95219
7223611229@Achalpur- Amravati, India@21.25512@77.51182
1508811229@Brooke, United Kingdom@52.5454431@1.3788178
3780841229@Dirang- Arunachal Pradesh (Zero), India@27.60182@93.820851
5490961229@Yataity, Paraguay@27.60182@93.820851
6404081229@Krokom, Sweden@63.3262424@14.4486544
8460631229@Samara region, Russian Federation@63.3262424@14.4486544
9685491229@Cintalapa De Figueroa, Mexico@16.691059@-93.728722
1522871206@Lincoln, United Kingdom@53.22642@-0.54181
2644831229@Jambusar- Bharuch, India@22.05237@72.80644
3739191079@Sokyriany, Ukraine@48.4495656@27.4110397
4898141229@Kiltan- Kavarathy, India@11.5092@72.99733
7955181229@Königswiesen, Austria@11.5092@72.99733
8961531229@Iyomishima- Ehime, Japan@33.979679@133.542648
1197911229@Balaken, Azerbaijan@41.7037509@46.4044213
2457391227@Jintdor- Parbhani, India@19.61331@76.68434
3754421229@Moranhat- Tinsukia (Dibrugarh), India@27.4728327@94.9119621
6792951229@Baripada- Baripada, India@21.929001@86.734032
8892557489@Agawa District- Kochi, Japan@33.637329@133.243988
1665861229@Alnwick, United Kingdom@55.41254@-1.70353
2556851205@Chanwad- Nasik, India@20.32539@74.23934
5259601228@Ulianovka, Ukraine@48.3216669@30.2350917
6654661227@Sonapur- Balangir, India@20.700425@83.481601
7662821228@Rewa- Rewa, India@24.5372927@81.30418
9817751228@Vittangi, Sweden@67.67747@21.64572
1561261228@Laurencekirk, United Kingdom@56.83097@-2.4689
6422851228@North Cotabato, Philippines@7.1083349@125.0388164
8297951228@Barkhan, Pakistan@29.96111@69.48266
8907741228@Jotsholo, Zimbabwe@-18.7307@27.55543
1998291228@Ramban- Udhampur, India@33.2463875@75.1938909
2828401228@Wankaner- Rajkot, India@22.62908@70.944504
6908731228@Ånge, Sweden@22.62908@70.944504
9239561228@Kalix, Sweden@65.85512@23.14386
1766381227@Porthmadog, United Kingdom@52.92775@-4.13297
4923321227@Koduvayur- Palghat, India@10.6632346@76.647047
5778691227@Conchillas, Uruguay@-34.16302@-58.03266
1650751227@Cemmaes Road, United Kingdom@52.62452@-3.74128
2820461227@Paddhari- Rajkot, India@22.43963@70.60285
3797571227@Pangin- Arunachal Pradesh (Zero), India@27.60182@93.820851
4578491227@Velizquez, Uruguay@27.60182@93.820851
3007541227@Kungsbacka, Sweden@57.48923@12.07849
3926641202@Mullsjö, Sweden@57.48923@12.07849
4931051227@Nilambur- Calicut (Kozhikode), India@11.25881@75.78075
1314461226@Edinburgh, United Kingdom@55.95416@-3.20277
2638111226@Waldbreitbach, Germany@50.55165@7.41784
3880521219@Sadarhills (Kangpokai)- Manipur (Imphal), India@25.14699@93.96916
4821971225@Novi Biliary, Ukraine@46.63267@30.99275
7119291225@Nyala, Sudan@12.06005@24.87205
1962691226@Winchester, United Kingdom@51.06303@-1.31677
3262071226@Hatay, Turkey@36.20336@36.15834
5602111138@Eloten, Turkmenistan@37.2944409@62.3682506
7456051226@Kishanganj (Bhanwargarh)- Kota, India@25.0877662@76.7985669
9932931225@Villahermosa- Tab., Mexico@17.992319@-92.935432
1121261225@Mazandaran, Iran@36.380535@52.52217
2653561225@Kaisersesch, Germany@50.23055@7.14088
4607151225@Palanga, Lithuania@50.23055@7.14088
5451581225@Seredyna-Buda, Ukraine@52.1894@34.03032
